"","study_area","subsite","soil_moisture","lat","long","elevation","ecosystem","exstart","year","treatment","plot","spp","woody","functional_group","genus","species","phenophase","DOY","snowfree_date","data_provider","data_provider_email","inv_DOY","log10_DOY","sqrt_DOY","log_DOY"
"27","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B4_CB4-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",185,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00540540540540541,2.26717172840301,13.6014705087354,5.22035582507832
"28","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"29","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",228,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0043859649122807,2.35793484700045,15.0996688705415,5.42934562895444
"30","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"31","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",228,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0043859649122807,2.35793484700045,15.0996688705415,5.42934562895444
"32","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",185,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00540540540540541,2.26717172840301,13.6014705087354,5.22035582507832
"33","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"34","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"35","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"36","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"37","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B5_CB5-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"38","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"39","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"40","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"41","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"42","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"43","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",228,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0043859649122807,2.35793484700045,15.0996688705415,5.42934562895444
"44","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"45","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",236,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00423728813559322,2.37291200297011,15.3622914957372,5.46383180502561
"46","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"47","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",228,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0043859649122807,2.35793484700045,15.0996688705415,5.42934562895444
"48","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"49","Adventdalen","HEATH","dry",78.16,16.1,50,"High arctic",2007,2007,"CTL","B_B6_CB6-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",236,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00423728813559322,2.37291200297011,15.3622914957372,5.46383180502561
"50","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C7_CC7-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"51","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C7_CC7-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"52","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C7_CC7-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",185,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00540540540540541,2.26717172840301,13.6014705087354,5.22035582507832
"53","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C7_CC7-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"54","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C7_CC7-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",178,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00561797752808989,2.25042000230889,13.3416640641263,5.18178355029209
"55","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C7_CC7-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"56","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C7_CC7-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",185,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00540540540540541,2.26717172840301,13.6014705087354,5.22035582507832
"57","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C7_CC7-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"58","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C8_CC8-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"59","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C8_CC8-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"60","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C8_CC8-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",178,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00561797752808989,2.25042000230889,13.3416640641263,5.18178355029209
"61","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C8_CC8-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"62","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",177,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00564971751412429,2.24797326636181,13.3041346956501,5.17614973257383
"63","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"64","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"65","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",177,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00564971751412429,2.24797326636181,13.3041346956501,5.17614973257383
"66","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",228,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.0043859649122807,2.35793484700045,15.0996688705415,5.42934562895444
"67","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",185,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00540540540540541,2.26717172840301,13.6014705087354,5.22035582507832
"68","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",192,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00520833333333333,2.28330122870355,13.856406460551,5.25749537202778
"69","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-D2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",185,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00540540540540541,2.26717172840301,13.6014705087354,5.22035582507832
"70","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",200,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.005,2.30102999566398,14.142135623731,5.29831736654804
"71","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",178,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00561797752808989,2.25042000230889,13.3416640641263,5.18178355029209
"72","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","C_C9_CC9-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",178,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00561797752808989,2.25042000230889,13.3416640641263,5.18178355029209
"73","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D10_CD10-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",191,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00523560209424084,2.28103336724773,13.8202749610853,5.25227342804663
"74","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D10_CD10-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",208,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00480769230769231,2.31806333496276,14.422205101856,5.33753807970132
"75","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D10_CD10-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",191,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00523560209424084,2.28103336724773,13.8202749610853,5.25227342804663
"76","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D10_CD10-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",191,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00523560209424084,2.28103336724773,13.8202749610853,5.25227342804663
"77","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D10_CD10-D1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",177,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00564971751412429,2.24797326636181,13.3041346956501,5.17614973257383
"78","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D10_CD10-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",198,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00505050505050505,2.29666519026153,14.0712472794703,5.28826703069454
"79","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D10_CD10-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",198,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00505050505050505,2.29666519026153,14.0712472794703,5.28826703069454
"80","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D10_CD10-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",191,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00523560209424084,2.28103336724773,13.8202749610853,5.25227342804663
"81","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",191,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00523560209424084,2.28103336724773,13.8202749610853,5.25227342804663
"82","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-C1","POLVIV","herb","forb","Polygonum","viviparum","flower",198,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00505050505050505,2.29666519026153,14.0712472794703,5.28826703069454
"83","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-C2","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",184,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00543478260869565,2.26481782300954,13.5646599662505,5.21493575760899
"84","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-C2","POLVIV","herb","forb","Polygonum","viviparum","flower",208,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00480769230769231,2.31806333496276,14.422205101856,5.33753807970132
"85","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-C3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",191,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00523560209424084,2.28103336724773,13.8202749610853,5.25227342804663
"86","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-C3","POLVIV","herb","forb","Polygonum","viviparum","flower",208,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00480769230769231,2.31806333496276,14.422205101856,5.33753807970132
"87","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-D1","POLVIV","herb","forb","Polygonum","viviparum","flower",198,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00505050505050505,2.29666519026153,14.0712472794703,5.28826703069454
"88","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-D2","POLVIV","herb","forb","Polygonum","viviparum","flower",191,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00523560209424084,2.28103336724773,13.8202749610853,5.25227342804663
"89","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-D3","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",184,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00543478260869565,2.26481782300954,13.5646599662505,5.21493575760899
"90","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D11_CD11-D3","POLVIV","herb","forb","Polygonum","viviparum","flower",198,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00505050505050505,2.29666519026153,14.0712472794703,5.28826703069454
"91","Adventdalen","MEADOW","wet",78.16,16.1,50,"High arctic",2007,2007,"CTL","D_D12_CD12-C1","PEDHIR","herb","forb","Pedicularis","hirsuta","flower",184,156,"Elisabeth J Cooper","elisabeth.cooper[a]uit.no",0.00543478260869565,2.26481782300954,13.5646599662505,5.21493575760899
